cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
5731,0,458049,2342272,Farmers State Bank of Sublette,Sublette,IL,61367,6/30/2015,8/16/2015,NM,303 S. Pennsylvania Avenue,FSB CORP.,2,0,0,2,1,Lee,,,1/1/1920,1/1/1934,3/30/2007,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Princeton,Chicago,Central,Central,0,1,http://www.sublettebank.com,609,60,549,-75,50,0,12,0,38,557,279,50,228,117,0,0,117,0,117,0,117,-7,0,0,117
1929,15884,803658,1126185,Farmers State Bank of Trimont,Trimont,MN,56176,6/30/2015,8/16/2015,NM,220 Main Street West,"FSB HOLDING COMPANY, INC.",2,0,0,2,0,Martin,,,1/1/1912,1/1/1934,7/22/2009,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1,www.trimontbank.com,999,93,906,245,109,0,18,0,91,598,327,98,173,172,0,27,145,0,145,0,145,376,0,0,145
10174,0,865852,1128385,Farmers State Bank of Underwood,Underwood,MN,56586,6/30/2015,8/16/2015,NM,110 Main St,"UNDERWOOD BANCSHARES, INC.",3,0,0,2,1,Otter Tail,,,12/1/1915,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,farmersstbank.com,1330,142,1188,25,186,0,104,0,82,859,480,109,270,490,3,0,493,0,493,0,493,-2,479,0,490
8864,0,899156,1124592,Farmers State Bank of Watkins,Watkins,MN,55389,6/30/2015,8/16/2015,NM,Meeker And Second Avenue,"NEISEN BANCSHARES, INC.",1,0,0,8,1,Meeker,,,10/12/1914,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1,www.fsbwatkins.com,829,58,771,15,140,0,70,0,70,560,326,101,133,336,0,0,336,0,336,0,336,3,409,0,336
8865,0,777254,1135619,Farmers State Bank of West Concord,West Concord,MN,55985,6/30/2015,8/16/2015,NM,181 Main Street,"WEST CONCORD BANCSHARES, INC.",2,0,0,2,1,Dodge,40340,"Rochester, MN",6/2/1930,1/1/1934,10/8/2014,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,fsbmn.com,964,57,907,30,66,0,58,0,8,780,469,94,217,163,0,0,163,0,163,0,163,-13,14,0,163
11680,15539,653433,1205192,Farmers State Bank of Western Illinois,Alpha,IL,61413,6/30/2015,8/16/2015,SM,124 West D Street,"ALPHA BANCO, INC.",6,0,0,2,1,Henry,19340,"Davenport-Moline-Rock Island, IA-IL",12/1/1910,1/1/1934,3/31/2006,Stock,0,0,FED,DIF,Chicago,CHICAGO,Princeton,Chicago,Central,Central,0,1,http://www.fsbwil.com,2204,149,2055,150,332,0,161,0,171,1774,1161,195,418,463,0,0,463,0,463,0,463,27,400,0,463
1619,0,376657,1059126,Farmers State Bank Stanberry,Stanberry,MO,64489,6/30/2015,8/16/2015,SM,118 W 1st St,FREDERICK HOLDING COMPANY,1,0,0,2,1,Gentry,,,3/25/1925,1/1/1934,5/27/2010,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.fsbstanberry.com,979,118,861,0,60,0,28,0,32,512,277,59,176,409,1,0,410,0,410,0,410,5,0,0,409
12758,0,37659,0,"Farmers State Bank, Allen, Oklahoma",Allen,OK,74825,6/30/2015,8/16/2015,NM,101 East Broadway,,2,0,0,2,1,Pontotoc,,,9/8/1922,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,http://www.fsballen.com,1125,55,1070,25,123,0,110,0,13,689,387,62,240,479,0,0,479,0,479,0,479,16,350,0,479
11003,0,365950,2973779,"Farmers State Bank, S/B",Schell City,MO,64783,6/30/2015,8/16/2015,NM,100 North Main Street,FARMERS FINANCIAL CORPORATION,5,0,0,8,0,Vernon,,,11/24/1910,1/1/1934,12/20/2007,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Springfield Mo,Kansas City,Western,West,0,1,http://www.fsbmo.com,1392,151,1241,0,121,0,88,0,33,1215,692,164,359,147,0,55,92,0,92,0,92,1,5,0,92
12249,0,381754,4672973,"Farmers State Bank, Spencer",Spencer,NE,68777,6/30/2015,8/16/2015,NM,101 N Thayer St,"FARMERS STATE BANCSHARES II, INC.",1,0,0,2,0,Boyd,,,12/10/1922,1/1/1934,12/16/2014,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux City,Kansas City,Western,West,0,1,www.fsbspencer.com,550,58,492,18,35,0,13,0,22,449,214,30,205,60,-3,0,57,0,57,0,57,0,0,0,60
6156,0,694771,0,"Farmers State Bank, Winthrop, Wash.",Winthrop,WA,98862,6/30/2015,8/16/2015,NM,159 Riverside Avenue,,1,0,0,7,0,Okanogan,,,1/1/1916,1/1/1934,7/27/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1,http://www.farmersstatebankwa.com,351,16,335,5,42,0,29,0,13,308,144,30,134,64,0,16,48,0,48,0,48,2,0,0,48
14392,12433,382443,1208483,FARMERS TRUST & SAVINGS BANK,Williamsburg,IA,52361,6/30/2015,8/16/2015,NM,510 Elm Street,"FTS FINANCIAL, INC.",2,0,0,2,1,Iowa,,,1/1/1934,5/1/1934,3/18/2009,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,www.ftsbia.com,2602,194,2408,0,319,0,131,0,188,1263,696,155,412,1464,76,75,1465,0,1465,0,1465,-4,600,0,1392.8
8510,15720,646042,1135534,Farmers Trust & Savings Bank,Earling,IA,51530,6/30/2015,8/16/2015,NM,122 Main Street,J. CARL H. BANCORPORATION,3,0,0,2,1,Shelby,,,1/1/1892,1/1/1934,6/3/2010,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Chicago,Western,Western,0,1,http://www.ftnsbank.net,1749,107,1642,30,224,0,106,0,118,1131,729,161,241,705,0,35,670,0,670,0,670,-6,628,0,670
12858,15429,543945,1200777,Farmers Trust and Savings Bank,Spencer,IA,51301,6/30/2015,8/16/2015,NM,125 West 4th Street,"EASTER ENTERPRISES, INC.",1,0,0,2,1,Clay,,,4/7/1916,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Sioux City,Chicago,Western,Western,0,1,www.farmerstrust.com,5812,704,5108,495,527,0,99,0,428,3089,1849,224,1016,2051,300,118,2233,0,2233,0,2233,263,958,0,1948
14195,15624,825847,2630773,Farmers Trust and Savings Bank,Buffalo Center,IA,50424,6/30/2015,8/16/2015,NM,101-106 Fifth Street,"KOSS-WINN BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS",5,0,1,2,1,Winnebago,,,1/1/1914,4/5/1934,4/30/2012,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1,www.ftsbbank.com,5251,784,4467,180,601,0,136,0,465,2539,1750,218,571,2349,0,112,2237,0,2237,0,2237,72,1554,0,2237
9327,0,653134,0,Farmers-Merchants Bank & Trust Company,Breaux Bridge,LA,70517,6/30/2015,8/16/2015,NM,100 South Main Street,,7,0,0,4,1,Saint Martin,29180,"Lafayette, LA",1/1/1932,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1,http://www.fmbanking.com,6492,368,6124,20,728,0,499,0,229,4817,2893,659,1265,2015,0,0,2015,0,2015,0,2015,46,1820,0,2015
12104,0,652445,1200188,Farmers-Merchants National Bank of Paxton,Paxton,IL,60957,6/30/2015,8/16/2015,N,101 North Taft Street,"PREMIER BANCORP OF ILLINOIS, INC.",3,0,0,2,0,Ford,16580,"Champaign-Urbana, IL",3/26/1914,1/1/1934,3/31/2006,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1,www.fmnbank.com,1626,112,1514,0,272,3,123,0,146,1221,656,90,475,565,155,129,591,0,591,0,591,77,455,0,463.9
18208,8442,1009804,3407598,Farmington Bank,Farmington,CT,6032,6/30/2015,8/16/2015,SB,One Farm Glen Boulevard,"FIRST CONNECTICUT BANCORP, INC.",26,0,0,4,0,Hartford,25540,"Hartford-West Hartford-East Hartford, CT",8/1/1851,7/1/1960,12/31/2009,Stock,0,0,FDIC,DIF,New York,NEW YORK,Hartford,Boston,Northeastern,Northeast,0,1,www.farmingtonbankct.com,39696,6246,33450,1278,5224,0,1612,0,3612,29618,17178,4738,7702,7778,1523,2676,6625,0,6625,0,6625,657,0,0,5543.67
6149,0,477376,2332572,Farmington State Bank,Farmington,WA,99128,6/30/2015,8/16/2015,NM,103 North First Street,FARMINGTON FINANCE CORPORATION,1,0,0,2,0,Whitman,,,5/10/1929,1/1/1934,7/27/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1,,168,12,156,2,2,0,1,0,1,142,89,12,41,14,0,0,14,0,14,0,14,0,0,0,14
1802,0,486248,1143669,Fayette County Bank,Saint Elmo,IL,62458,6/30/2015,8/16/2015,SM,320 North Main Street,"FAYETTE COUNTY BANCSHARES, INC.",1,0,0,8,1,Fayette,,,1/1/1894,1/1/1934,10/15/2014,Stock,0,0,FED,DIF,Chicago,CHICAGO,Mount Vernon,St. louis,Central,Central,0,1,http://www.fayettecountybk.com,632,213,419,196,32,0,22,0,10,533,185,65,283,-278,0,0,-278,0,-278,0,-278,250,0,0,-278
31936,7624,675079,0,"Fayette Savings Bank, SSB",La Grange,TX,78945,6/30/2015,8/16/2015,SB,111 East Travis,,4,0,0,5,0,Fayette,,,1/1/1976,8/29/1978,6/17/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Austin,Dallas,Southern,West,0,1,http://www.fayettesavings.com,1933,238,1695,0,57,0,53,0,4,1302,788,154,360,450,30,127,353,0,353,0,353,0,0,0,330.8
3195,0,450753,2112439,Fayetteville Bank,Fayetteville,TX,78940,6/30/2015,8/16/2015,NM,107 West Fayette Street,"INDUSTRY BANCSHARES, INC.",3,0,0,7,0,Fayette,,,2/16/1917,1/1/1934,8/26/2013,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Austin,Dallas,Southern,West,0,0,http://www.fayettevillebank.com,6513,1680,4833,8,475,0,135,0,340,2573,1287,235,1051,2727,593,896,2424,0,2424,0,2424,0,570,10,1991.11
1028,11303,314444,1099092,FBT Bank & Mortgage,Fordyce,AR,71742,6/30/2015,8/16/2015,SM,200 West Fourth Street,"FBT BANCSHARES, INC.",5,0,0,8,1,Dallas,,,1/6/1931,1/1/1934,9/24/2012,Stock,0,1,FED,DIF,Dallas,DALLAS,Little Rock,St. louis,Southern,Western,0,1,www.fbtbank.com,2966,272,2694,0,675,0,339,0,336,2567,1366,300,901,802,4,3,803,0,803,0,803,56,500,0,799
4319,11268,321947,1134069,"FCN Bank, National Association",Brookville,IN,47012,6/30/2015,8/16/2015,N,501 Main Street,FCN BANC CORP.,5,0,1,8,0,Franklin,,,1/1/1900,1/1/1934,3/31/2006,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,http://www.fcnbank.com,6734,1011,5723,180,840,8,232,0,600,4021,2432,403,1186,2362,0,668,1694,0,1694,0,1694,115,783,0,1694
33831,16138,2107181,0,FDS Bank,Mason,OH,45040,6/30/2015,8/16/2015,SA,"9111 Duke Blvd, # 100",,1,0,0,7,0,Warren,17140,"Cincinnati, OH-KY-IN",9/8/1993,9/8/1993,11/1/2012,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Cincinnati,Cleveland,Central,Central,0,1,,170,0,170,-43,454854,0,0,0,454854,108610,36041,2391,70178,346457,0,121260,225197,0,225197,0,225197,1,243000,0,225197
29744,3997,119872,0,Federal Savings Bank,Dover,NH,3820,6/30/2015,8/16/2015,SA,633 Central Avenue,,5,0,0,4,0,Strafford,14460,"Boston-Cambridge-Newton, MA-NH",1/1/1890,8/16/1951,7/21/2011,Non-Stock,0,1,OCC,DIF,New York,NEW YORK,Concord,Boston,Northeastern,Northeast,0,1,www.fsbdover.com,5692,428,5264,0,661,0,199,0,462,5213,2834,658,1721,712,30,225,517,0,517,0,517,4,0,0,496
10464,0,640143,2357575,Federated Bank,Onarga,IL,60955,6/30/2015,8/16/2015,NM,107 North Chestnut,"ADMIRAL FAMILY BANKS, INC.",4,0,0,2,1,Iroquois,,,1/1/1918,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1,http://www.federatedbank.com,1020,52,968,-29,193,1,68,0,124,1077,514,135,428,113,7,0,120,0,120,0,120,-23,0,0,113
14352,0,764142,2604493,Federation Bank,Washington,IA,52353,6/30/2015,8/16/2015,NM,102 East Main Street,WASHINGTON BANCORP,4,0,0,2,1,Washington,26980,"Iowa City, IA",11/1/1906,4/18/1934,12/14/2010,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,www.federationbankia.com,2111,243,1868,0,313,0,109,0,204,1688,947,196,545,493,26,24,495,0,495,0,495,20,499,0,470.3
1380,0,879439,4211336,Feliciana Bank & Trust Company,Clinton,LA,70722,6/30/2015,8/16/2015,NM,10926 Plank Road,"FELICIANA BANCSHARES, INC.",3,0,0,4,1,East Feliciana,12940,"Baton Rouge, LA",1/20/1904,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1,http://www.felicianabank.com,2512,260,2252,0,151,0,107,0,44,1677,943,119,615,726,39,0,765,0,765,0,765,16,165,0,726
14251,11001,193247,3231382,FIDELITY BANK,West Des Moines,IA,50266,6/30/2015,8/16/2015,NM,177 S. Jordan Creek Parkway,"MAXIMUM BANCSHARES, INC.",3,0,0,4,1,Dallas,19780,"Des Moines-West Des Moines, IA",1/1/1927,4/18/1934,3/20/2009,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1,www.fidelity-bank.com,1716,200,1516,0,2107,0,17,0,2090,2795,2136,211,448,828,0,40,788,0,788,0,788,0,365,0,788
20268,14336,9357,3362923,Fidelity Bank,Edina,MN,55435,6/30/2015,8/16/2015,NM,7600 Parklawn Avenue,FIDELITY HOLDING COMPANY,1,0,0,4,1,Hennepin,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",10/8/1970,10/8/1970,11/13/2012,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,www.fidelitybankmn.com,8307,387,7920,100,698,0,183,0,515,4511,2418,451,1642,4007,0,0,4007,0,4007,0,4007,73,1147,0,4007
30895,6081,762474,0,Fidelity Bank,Wichita,KS,67202,6/30/2015,8/16/2015,SA,100 East English Street,,23,0,1,4,0,Sedgwick,48620,"Wichita, KS",1/1/1956,12/30/1957,4/26/2014,Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Wichita,Kansas City,Western,Western,0,0,www.fidelitybank.com,34812,4114,30698,928,9405,0,1443,0,7962,27165,15569,4031,7565,12010,-474,4082,7454,0,7454,0,7454,13,3500,0,7762.1
28316,1355,255574,0,FIDELITY BANK,New Orleans,LA,70130,6/30/2015,8/16/2015,SB,321 St Charles Ave,,18,0,0,4,0,Orleans,35380,"New Orleans-Metairie, LA",1/1/1908,1/16/1936,12/1/2014,Non-Stock,0,0,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1,http://www.fidelityhomestead.com,17196,1696,15500,290,15993,0,238,0,15755,28106,18458,3272,6376,3097,588,1301,2384,0,2384,0,2384,38,0,0,2001.8
21440,9286,598534,1081118,Fidelity Bank,Atlanta,GA,30305,6/30/2015,8/16/2015,NM,3490 Piedmont Road Ne,FIDELITY SOUTHERN CORPORATION,47,0,1,6,0,Fulton,12060,"Atlanta-Sandy Springs-Roswell, GA",2/12/1974,2/12/1974,1/5/2015,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Atlanta,Atlanta,Southern,Southeast,0,1,www.lionbank.com,54002,6071,47931,-74,68579,171,2278,0,66130,79160,52213,6967,19980,37424,0,13762,23662,0,23662,0,23662,1469,2000,529,23662
57621,0,3202962,3641002,Fidelity Bank,Wichita Falls,TX,76308,6/30/2015,8/16/2015,NM,"2525 Kell Blvd, # 100","FB BANCSHARES, INC.",6,0,0,4,0,Wichita,48660,"Wichita Falls, TX",9/9/2003,9/9/2003,4/28/2014,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.fidelitybankwf.com,8199,287,7912,420,951,0,383,0,568,4677,2899,426,1352,3766,0,1314,2452,0,2452,0,2452,-59,611,11,2452
14382,10560,939249,1203778,Fidelity Bank & Trust,Dubuque,IA,52002,6/30/2015,8/16/2015,NM,4250 Asbury Road,FIDELITY COMPANY,19,0,1,2,0,Dubuque,20220,"Dubuque, IA",4/20/1910,5/19/1934,7/16/2011,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,http://www.bankfidelity.com,11181,1469,9712,200,710,1,393,0,316,6553,3795,863,1895,3669,32,1135,2566,0,2566,0,2566,30,800,0,2543.92
33198,12240,1516423,0,"Fidelity Bank of Florida, National Association",Merritt Island,FL,32953,6/30/2015,8/16/2015,N,1380 N. Courtenay Parkway,,2,0,0,4,0,Brevard,37340,"Palm Bay-Melbourne-Titusville, FL",11/26/1990,11/26/1990,3/31/2006,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,Tampa,Atlanta,Southern,Southeast,0,1,http://www.fbfna.com,5338,1477,3861,0,-475,0,6,0,-481,3011,1675,180,1156,375,468,319,524,0,524,0,524,209,0,0,224.48
21455,0,741068,1108501,Fidelity Bank of Texas,Waco,TX,76708,6/30/2015,8/16/2015,NM,1901 West Lake Shore Drive,"FIDELITY BANCSHARES, INC.",2,0,0,4,0,Mclennan,47380,"Waco, TX",3/1/1974,3/1/1974,4/11/2008,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,http://www.fbot.com,2033,133,1900,15,410,0,116,0,294,1489,786,150,553,806,0,275,531,0,531,0,531,21,0,0,531
26451,2284,933377,3454220,Fidelity Co-operative Bank,Fitchburg,MA,1420,6/30/2015,8/16/2015,SB,675 Main Street,FIDELITY MUTUAL HOLDING COMPANY,8,0,0,4,0,Worcester,49340,"Worcester, MA-CT",1/1/1888,12/6/1985,6/8/2012,Stock,0,0,FDIC,DIF,New York,NEW YORK,Springfield Ma,Boston,Northeastern,Northeast,0,1,www.fidelitybankonline.com,10963,1242,9721,483,1819,0,339,0,1480,9216,5193,999,3024,1841,210,446,1605,0,1605,0,1605,508,30,0,1441.2
29521,3587,446176,0,Fidelity Federal Savings and Loan Association of Delaware,Delaware,OH,43015,6/30/2015,8/16/2015,SA,60 North Sandusky St,,2,0,0,5,0,Delaware,18140,"Columbus, OH",1/1/1887,1/10/1936,7/21/2011,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,www.fidfedsl.com,1697,145,1552,0,88,0,23,0,65,1435,606,151,678,205,-1,-6,210,0,210,0,210,34,0,0,211
22153,11964,179755,2330288,Fidelity National Bank,Medford,WI,54451,6/30/2015,8/16/2015,N,215 South Eighth Street,"FIDELITY BANCORP, INC.",2,0,0,4,0,Taylor,,,10/21/1975,10/21/1975,6/1/2007,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Eau Claire,Minneapolis,Central,Central,0,1,fidelitybnk.com,1611,173,1438,0,201,0,19,0,182,1905,1151,187,567,-266,43,-102,-121,0,-121,0,-121,38,0,0,-148.52
19644,0,848248,1491641,Fidelity National Bank,West Memphis,AR,72301,6/30/2015,8/16/2015,N,330 West Broadway,"CARLSON BANCSHARES, INC.",5,0,0,2,1,Crittenden,32820,"Memphis, TN-MS-AR",11/4/1966,11/4/1966,3/31/2006,Stock,0,0,OCC,DIF,Dallas,DALLAS,Memphis,St. louis,Southern,Western,0,1,http://www.fidelitybanker.com,5806,529,5277,45,843,0,421,0,422,3642,2170,396,1076,2433,70,0,2503,0,2503,0,2503,4,950,0,2433
35206,16116,2914268,0,"Fidelity Personal Trust Company, FSB",Boston,MA,2210,6/30/2015,8/16/2015,SA,"245 Summer St., 2nd Fl.",,4,0,1,7,1,Suffolk,14460,"Boston-Cambridge-Newton, MA-NH",5/15/2000,5/15/2000,7/21/2011,Stock,0,1,OCC,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,0,http://www.fidelity.com,534,1,533,0,47711,47711,0,0,0,21128,3669,331,17128,27116,0,262,26854,0,26854,0,26854,0,21000,0,26854
30954,6167,777375,0,Fidelity Savings and Loan Association of Bucks Co,Bristol,PA,19007,6/30/2015,8/16/2015,SA,237 Radcliffe St,,2,0,0,5,0,Bucks,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1/1/1885,3/13/1958,7/21/2011,Non-Stock,0,0,FDIC,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,www.fidelitysavingsonline.com,1870,468,1402,-1,103,0,43,0,60,1380,806,130,444,126,0,51,75,0,75,0,75,0,0,0,75
1150,0,55653,1066526,Fidelity State Bank and Trust Company,Topeka,KS,66603,6/30/2015,8/16/2015,NM,600 Kansas Avenue,"FIDELITY KANSAS BANKSHARES, INC.",4,0,0,4,1,Shawnee,45820,"Topeka, KS",4/29/1922,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1,www.fidelitytopeka.com,1687,48,1639,0,287,0,178,0,109,1537,870,176,491,389,0,17,372,0,372,0,372,19,140,0,372
20225,0,160614,0,Fiduciary Trust Company International,New York,NY,10020,6/30/2015,8/16/2015,NM,600 Fifth Avenue,,1,0,0,7,0,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",11/17/1930,7/30/1970,4/23/2010,Stock,0,1,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,0,http://www.fiduciarytrust.com,12,0,12,0,80161,79366,0,0,795,65660,27401,5279,32980,14513,0,6199,8314,0,8314,0,8314,0,0,0,8314
58741,18058,3664588,0,Fieldpoint Private Bank & Trust,Greenwich,CT,6830,6/30/2015,8/16/2015,SA,100 Field Point,,1,0,0,8,0,Fairfield,14860,"Bridgeport-Stamford-Norwalk, CT",4/30/2008,4/30/2008,4/3/2012,Stock,0,1,OCC,DIF,New York,NEW YORK,Hartford,New York,Northeastern,Northeast,0,1,www.fieldpointprivate.com,10706,1887,8819,-80,6487,5968,0,0,519,14135,9286,1394,3455,1251,308,566,993,0,993,0,993,0,0,794,795.88
34791,0,2716163,3026010,Fife Commercial Bank,Fife,WA,98424,6/30/2015,8/16/2015,NM,5209 Pacific Highway East,"PUGET SOUND FINANCIAL SERVICES, INC.",1,0,0,4,1,Pierce,42660,"Seattle-Tacoma-Bellevue, WA",7/15/1998,7/15/1998,8/3/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1,www.fifebank.com,1915,202,1713,-143,144,0,67,0,77,1043,432,84,527,957,0,0,957,0,957,0,957,-215,860,0,957
27697,133,837970,0,Fifth District Savings Bank,New Orleans,LA,70114,6/30/2015,8/16/2015,SA,4000 General Degaulle Dr,,6,0,0,5,0,Orleans,35380,"New Orleans-Metairie, LA",1/1/1926,8/3/1935,7/21/2011,Non-Stock,0,0,OCC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1,www.fifthdistrict.com,6696,987,5709,0,198,0,63,0,135,4259,2527,521,1211,1648,0,546,1102,0,1102,0,1102,38,0,0,1102
6672,0,723112,1070345,Fifth Third Bank,Cincinnati,OH,45263,6/30/2015,8/16/2015,SM,38 Fountain Square Plaza,FIFTH THIRD BANCORP,1344,1,1,4,0,Hamilton,17140,"Cincinnati, OH-KY-IN",1/1/1865,1/1/1934,11/1/2012,Stock,0,1,FED,DIF,Chicago,WASHINGTON,Cincinnati,Cleveland,Central,Central,0,0,https://www.53.com,2001356,159228,1842128,141394,1130481,117790,276330,123328,613033,1783766,933818,222720,627228,1047449,7916,375652,679713,0,679713,0,679713,177209,550000,44620,674646.76
25870,0,803461,0,Finance and Thrift Company,Porterville,CA,93257,6/30/2015,8/16/2015,NM,268 North Main Street,,6,0,0,6,0,Tulare,47300,"Visalia-Porterville, CA",7/9/1925,12/17/1984,7/28/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Sacramento,San Francisco,Western,Western,0,0,http://www.financeandthrift.com,7956,453,7503,2509,1237,0,0,0,1237,6195,2365,339,3491,36,0,148,-112,0,-112,0,-112,2075,175,0,-112
25158,9145,827560,0,"Finance Factors, Ltd.",Honolulu,HI,96813,6/30/2015,8/16/2015,NM,1164 Bishop Street,,13,0,1,5,0,Honolulu,46520,"Urban Honolulu, HI",5/14/1952,6/4/1984,7/28/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,1,0,www.financefactors.com,9407,1058,8349,0,1528,0,1,0,1527,7086,4775,616,1695,2791,918,1260,2449,0,2449,0,2449,-730,500,0,1843.12
31840,7523,590976,1144741,Financial Federal Bank,Memphis,TN,38120,6/30/2015,8/16/2015,SM,"1715 Aaron Brenner Drive, #",FINANCIAL FEDCORP INC,1,0,0,4,1,Shelby,32820,"Memphis, TN-MS-AR",1/1/1973,1/14/1977,5/27/2014,Stock,0,0,FED,DIF,Dallas,DALLAS,Memphis,St. louis,Southern,Southeast,0,1,www.finfedmem.com,7961,1024,6937,0,2340,0,0,0,2340,4753,3185,504,1064,4524,0,297,4227,0,4227,0,4227,-307,1535,0,4227
10176,0,88950,1124435,Financial Security Bank,Kerkhoven,MN,56252,6/30/2015,8/16/2015,NM,1011 Atlantic Ave,"KERKHOVEN BANCSHARES, INC.",2,0,0,4,1,Swift,,,1/1/1906,1/1/1934,5/3/2013,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,www.financialsecuritybank.com,1614,160,1454,90,37,0,44,0,-7,1124,635,225,264,277,0,0,277,0,277,0,277,180,613,0,277
58486,0,3547131,3547159,FineMark National Bank & Trust,Fort Myers,FL,33919,6/30/2015,8/16/2015,N,12681 Creekside Lane,"FINEMARK HOLDINGS, INC.",11,0,1,5,0,Lee,15980,"Cape Coral-Fort Myers, FL",2/16/2007,2/16/2007,5/12/2008,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,http://www.finemarkbank.com,15462,2155,13307,1026,6057,5524,61,0,472,13616,8107,1579,3930,4722,128,1754,3096,0,3096,0,3096,237,0,131,3014.08
